0,-2.090,302.510,193.910,443.510 
0,249.040,375.020,379.040,555.020 
0,159.880,-2.100,256.880,56.900 
0,85.610,104.510,120.610,145.510 
0,812.140,143.490,864.140,216.490 
0,579.600,551.520,636.600,630.520 
0,441.580,622.010,476.580,672.010 
0,275.670,706.010,356.670,764.010 
0,448.060,163.490,490.060,222.490 
0,416.590,124.020,451.590,174.020 
0,591.110,968.500,635.110,1013.500 
0,885.580,940.020,944.580,982.020 
0,32.130,246.500,64.130,283.500 
0,690.580,427.050,729.580,479.050 
0,547.690,307.030,596.690,341.030 
0,66.680,531.000,121.680,575.000 
2,437.220,561.050,469.220,587.050 
2,94.690,231.030,133.690,265.030 
2,6.210,204.440,36.210,235.440 
2,197.540,510.950,250.540,584.950 
1,6.680,63.490,37.680,96.490 
1,197.230,211.990,229.230,243.990 
1,312.250,143.000,340.250,169.000 
1,2.240,154.000,28.240,178.000 
1,342.610,221.520,377.610,260.520 
1,519.730,237.490,544.730,264.490 
1,595.240,262.000,627.240,294.000 
1,729.240,198.010,763.240,232.010 
1,758.210,163.000,782.210,187.000 
1,754.240,270.000,782.240,298.000 
1,725.200,358.010,759.200,392.010 
1,0.000,0.000,1024.000,1024.000 
1,612.680,393.020,648.680,429.020 
1,555.690,403.030,588.690,436.030 
1,539.150,476.990,574.150,511.990 
1,613.150,473.530,652.150,512.530 
1,715.190,516.000,743.190,544.000 
1,889.240,466.020,911.240,488.020 
1,875.720,383.990,903.720,411.990 
1,912.720,271.500,936.720,295.500 
1,495.760,284.000,511.760,300.000 
1,589.640,142.520,602.640,155.520 
1,491.670,440.020,525.670,474.020 
1,975.700,359.050,997.700,381.050 
1,903.720,157.980,927.720,181.980 
1,535.240,628.020,564.240,657.020 
1,583.660,653.980,601.660,671.980 
1,594.590,826.500,645.590,877.500 
1,622.210,514.000,655.210,547.000 
1,273.160,792.010,311.160,830.010 
1,133.740,645.510,166.740,678.510 
1,2.230,886.010,32.230,916.010 
1,81.690,933.500,114.690,966.500 
1,100.600,799.510,119.600,818.510 
